Id,Mus CPRCMUS No,Tattoo,CS_Tattoo,Sex,Coronal suture,Sagittal suture,Lamboidal suture,Humeral Head,Distal Humerus,Humerus Lateral Epicondyle,Humerus Medial Epicondyle,Proximal Radius,Distal Radius,Proximal Ulna,Distal Ulna,Femoral Head,Distal Femur,Proximal Tibia,Distal Tibia,Zy-Zy,Ba-Br,Eu-Eu,Gl-Op,Go-Co,Go-Go,Po-Go,Al-MxF suture midline,HL,HPML,HPAP,HDML,HDAP,RL,RPML,RPAP,RDML,RDAP,UL,FL,FHL,FHSI,FPAP,FPML,FDML,FDAP,TL,TPML,TPAP,TDML,TDAP,IICrest,Pel_height,HDia,RDia,UDia,FDia,TDia,Pterion_Right,Pterion_Left,BMD_Hum,BMD_Fem,MCode,Pedigree,EAAD
1381,"CPRCMUS-04445","G43 INF 2002","i02G43","M",2,1,0,1,1,1,1,1,1,"1","1",1,1,1,1,60.21,,,,"24.82",30.74,42.70,29.79,,,,,,"85.65","7.35","8.58","10.1","8.76",,"99.9",,"10.79","10.99","8.99","17.82","11.66","96.71","16.07","11.23","11.61","10.97",,,"22","16","15","23","21","SP","SP",,"3886","Q1056","05 Tier",0.87
1383,"CPRCMUS-04449","28V","28V","F",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q1012","08 Tier",2.82
1384,"CPRCMUS-04450","X55","X55","F",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,79.47,"53.09","60.18","82.48","44.62",47.80,68.72,50.29,"139.39","16.6","17.87","26.83","16.04","134.09","11.21","12.37","14.59","12.2","151.41","165.06","162.15","15.09","15.34","12.88","27.07","21.87","149.32","26.49","20.47","16.98","13.36",,"139.12","32","23","23","36","34",,,,,"Q1083","06 Tier",12.53
1386,"CPRCMUS-04452","87S","87S","M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q1012","07 Tier",3.78
1388,"CPRCMUS-04454","89A","89A","F",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,83.25,"53.67","63.37","86.18","46.65",54.43,71.96,54.38,"141.95","16.61","18.69","26.79","16.3","135.35","10.89","12.27","14.88","12.2","151.37","162.5","159.87","16.6","16.66","13.78","28.09","22.93","149.27","28.17","21.57","17.08","14.19",,"144.86","32","25","25","36","33","SP",,,,"Q1012","07 Tier",13.77
1389,"CPRCMUS-04455","52T","52T","F",3,2,2,1,3,3,2,1,1,"1","1",1,1,1,1,70.57,"53.28","58.38","78.18","32.26",42.82,57.56,40.76,"127.47","14.89","16.24","25.65","14.1","125.8","10.06","11.55","13.63","11.23","142.11","152.55",,"14.36","14.18","11.29","25.72","18.51","144.06","24.54","17.17","15.98","13.75",,"127.37","29","20","21","33","30","TF","TF","3911","4093","Q1066","06 Tier",3.37
1391,"CPRCMUS-04457","02K","02K","F",3,3,3,2,3,3,3,3,2,"3","1",3,2,3,3,78.22,"49.92","61.87","80.36","41.95",47.86,67.17,49.87,"142.55","15.61","17.31","24.75","14.63","132.91","10.03","10.79","14.11","10.47","148.45","164.99","161.72","14.37","14.49","11.2","25.92","19.07","153.99","25.35","18.12","16.17","13.34",,"143","31","23","21","34","30","TF","TF",,,"Q1071","08 Tier",7.39
1392,"CPRCMUS-04458","74E","74E","F",4,4,4,2,3,3,3,3,1,"3","1",3,2,2,3,98.50,"58.83","65.8","94.1","39.89",49.20,67.74,62.93,"136.73","15.27","16.84","24.71","14.99","133.16","10.8","11.74","14.72","11.99","149.35","158.53","155.57","14.56","14.69","12.15","24.73","20.22","146.69","25.22","19.3","16.86","14.33",,"137.03","34","25","21","36","31","TF","TF",,,"Q1071","07 Tier",7.15
1393,"CPRCMUS-04459","J79","J79","F",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,81.46,,"64.04","90.98","43.41",52.37,72.87,51.19,"129.02","15.89","16.95","24.09","15.57","127.65","10.71","11.99","14.83","11.98","141.46","153.25","149.85","14.03","14.16","11.54","26.05","20.53","143.67","25.07","18.85","16.45","13.83",,"139.55","32","27","24","35","32","SP",,,,"Q1071","07 Tier",17.27
1394,"CPRCMUS-04461","H74","H74","F",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,85.65,"55.42","62.58","85.13","45.54",53.85,73.41,55.26,"142.5","17.2","18.86","29.98","18.88","140.92","11.47","12.84","16.43","13.53","157.8","171.72","167.91","16.29","16.28",,"29.26","22.85","154.29","28.92","22.16","19.91","14.89",,"151.1","37","30","29","40","39","SP","TF",,,"Q1019","05 Tier",21.91
1396,"CPRCMUS-04463","63Z","63Z","M",2,1,2,1,1,1,1,1,1,"1","1",1,1,1,1,60.65,"48.2","58.84","74.56","26.73",31.11,44.08,31.00,,"9.42","11.01",,,"87.13","8.68","7.4","8.91","8.25",,"105.88",,"12.02","12.14","8.77","18.47","12.64","99.53","17.26","11.4","11.82","10.39",,,"20","16","15","23","21","TF","TF",,,"Q1053","09 Tier",1.35
1397,"CPRCMUS-04467","Z10","Z10","M",3,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,94.89,"57.88","65.34","89.92","39.47",51.16,79.53,57.65,"147.87","18.25","19.49","27.41","18.51","147.91","12.01","13.04","18.05","13.08","164.91","177.79","175.03","18.09","17.82","15.5","29.92","23.26","163.91","27.92","22.24","18.55","15.48",,"156.39","41","32","29","40","40","TF","TF",,,"Q1056","07 Tier",14.44
1401,"CPRCMUS-04480","X87","X87","F",3,4,4,3,3,0,0,3,3,"3","3",3,3,3,3,87.55,"55.87","62.91","88.79","39.87",44.41,71.26,58.71,"144.93","17.77","16.8","26.8","16","143.67","10.43","10.17","14.8","12.33","159.36","171.21","Na","14.77","15.3","13.43","27.24","21.26","158.15","26.88","20.53","16.42","14.46",,"153.21","40","27","29","41","40","TF",,"4189","4193",,,15.90
1404,"CPRCMUS-04484","AG06","i02T27","F",2,0,1,1,1,1,1,1,1,"1","1",1,1,1,1,64.30,"50.05",,"79.37","23.68",38.61,48.44,32.85,,,,,,"90.92","7.96","8.81","11.26","7.92",,"117.35",,"11.8","11.97","8.08","18.88","15.53","110.77","18.56","12.77","12.69","11.19",,,"19","15","14","23","21","TF",,,"3759","Q1053","08 Tier",1.67
1405,"CPRCMUS-04485","97S","97S","M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q1012","09 Tier",3.26
1406,"CPRCMUS-04486","R75","R75","F",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,81.91,"58.87","64.99","86.13","42.22",47.83,71.11,51.95,"136.71","15.48","17.08","25.85","16.49","131.87","10.45","11.89","15.41","12.24","145.35","160.3","157.65","14.19","14.43","11.86","30.45","21.85","150.5","28.47","21.96","17.65","14.37","91.1","139.94","34","30","25","37","36","TF","TF","4079","4247","Q1053","07 Tier",17.98
1407,"CPRCMUS-04494","AG52","i0214F","F",3,3,3,1,3,3,3,3,1,"3","`",3,2,2,3,74.50,"53.12","59.88","83.75","32.06",42.03,63.86,43.94,"141.36","14.65","16.53","24.6","15.17","135.77","10.61","11.45","13.69","11.21","151.25","167.93","163.56","14.07","14.37","11.93","24.4","20.02","158.21","24.99","18.82","15.93","13",,"139.54","29","22","23","33","32","TF","TF","4222","4189","Q1053","07 Tier",4.64
1409,"CPRCMUS-04498","V45","V45","M",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,,,"63.32","93.89","38.97",48.81,83.39,62.24,"161.22","18.75","20.81","33.03","19.01","159.82",,,,,,,,,,,,,,,,,,"97.17","152.44","42","33","31","43","40",,,"4319","4285","Q1053","06 Tier",16.23
1410,"CPRCMUS-04500","19I","19I","F",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q1083","06 Tier",8.26
1411,"CPRCMUS-04505","I47","I47","M",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,96.07,,"62.53","92.16",,,,67.05,"155.93","19.73","21.7","32.9","19.66","152.9","13.57","15.01","19.42","14.79","171.61","188.76","183.32","17.47","17.79","15.23","37.25","25.91","177.58","33.71","28.06",,,"101.22","161.97","41","35","31","44","42",,,"4412","4344","Q1056","05 Tier",17.27
1412,"CPRCMUS-04510","V05","V05","F",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,84.89,,"60.13","84.7","42.24",46.42,71.85,52.65,"143.41","15.53","17.51","28.53","17.12","136.51","11.42","12.56","16.55","13.22","148.87","172.52","169.06","15.83","16.01","13.44","29.13","22.12","154.63","27.5","20.41","18.3","14.56",,"147.98","36","30","28","41","35",,,"4273","4336","Q1053","07 Tier",18.00
1413,"CPRCMUS-04514","90S","90S","F",3,3,3,2,3,3,3,3,1,"3","1",3,2,2,3,76.36,"54.48","60.03","80.86","38.68",44.69,65.86,48.47,"141","15.46","17.51","26.02","14.89","137.71","10.41","12.06","14.25","11.33","152.34","168.2","164.73","14.43","14.97","12.64","26.52","20.38","156.61","26.39","19.57","16.41","13.99",,"139.85","33","24","25","38","34","SP","SP","4028","3953","Q1053","06 Tier",5.83
1416,"CPRCMUS-04518","5B8","5B8","M",2,2,2,1,1,1,1,1,1,"1","1",1,1,1,1,65.05,"52.51","58.44","80.83","28.86",37.19,52.61,36.51,,,,,,"101.78","8.36","9.34","11.33","9.2",,"121.9",,"13.17","13.03","9.66","20.91","15.75","119.79","20.55","13.45","13.92","12.12",,,"22","17","18","27","24","TF","TF",,"3901","Q1056","07 Tier",1.99
1417,"CPRCMUS-04519","81K","81K","F",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q1012","08 Tier",2.40
1419,"CPRCMUS-04525","35P","35P","F",3,3,3,2,3,3,3,3,1,"3","1",3,2,3,3,77.31,"52.8","61.12","81.45","33.81",48.14,62.54,43.57,"136.02","15.67","17.15","25.93","15.42","124.02","10.55","12.07","14.72","12.14","145.05","159.45","156.03","15.16","15.19","12.25","26.37","19.2","146.29","24.84","18.46","17.35","14.7",,"133.02","30","23","23","36","31","TF","TF","3971","4013","Q1056","06 Tier",5.84
1420,"CPRCMUS-04526","Z69","Z69","F",3,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,84.77,"55.95","64.14","90.64","39.39",47.26,72.35,55.49,"145.09","16.05","17.41","26.35","15.72","133.62","11.13","12.28","14.55","12.58","152.3","164.16","160.5","16.36","16.27","14.38","26.71","20.48","150.85","26.85","20.19","18.58","14.39",,"148.28","34","27","27","37","34","TF","TF","4241","4297","Q1053","08 Tier",15.80
1423,"CPRCMUS-04532","6C8","6C8","F",3,2,2,1,3,3,1,1,1,"1","1",1,1,1,1,73.22,"55.99","59.99","81.46","37.55",40.67,60.54,40.93,"131.22","15.54","17.26",,,"129.44","10.48","11.59","14.82","11.56","145.19","157.56",,"15.35","15.22","12.6","24.24","18.99","146.62","23.56","18.22","15.02","13.21",,"129.88","30","23","22","31","30","TF","TF",,,"Q1083","06 Tier",2.95
1426,"CPRCMUS-04538","23V","23V","F",3,3,3,1,3,3,3,3,1,"2","1",3,1,1,1,75.88,"52.74","62.69","84.22","34.88",42.90,62.45,43.17,"133.94","15.72","16.6","25.32","15.27","135.53","10.82","11.77","14.64","11.34","151.92","161.14","159.84","15.75","15.96","12.26","25.55","20.02","154.81","25.06","19.58","16.13","13.79",,"135.44","33","24","26","34","34","TF","TF","3868","4117","Q1056","08 Tier",4.03
1427,"CPRCMUS-04539","37L","37L","F",3,3,3,3,3,3,3,3,3,"3","3",3,3,3,3,81.01,"54.6","62.52","83.77","42.52",43.73,68.23,53.37,"134.31","13.42","16.11","23.24","15.03","133.6","10.09","10.95","13.79","10.99","150.57","162","157.95","14.88","15.24","12.11","25.51","20.09","148.14","25.45","18.2","16.66","12.94",,"140.18","30","23","20","35","33","TF","TF","4303","3924","Q1053","06 Tier",8.17
1428,"CPRCMUS-04542","R80Y","R80","F",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,85.85,"54.6","64.52","86.21","35.91",44.28,73.15,53.78,"139.53","16.15","17.32","26.65","14.55","140.72","11.24","12.44","14.69","12.08","157.95","171.02","167.74","14.96","15.34","11.94","26.62","20.59","154.84","26.97","19.41","16.96","13.8",,"145.72","35","27","25","38","35","TF","TF","4028","4164","Q1056","06 Tier",19.03
1429,"CPRCMUS-04543","X53","X53","F",2,2,2,1,2,0,0,1,1,"1","1",1,1,1,1,70.96,"49.41","59.97","79.39","36.87",39.04,54.89,37.67,"125.94","14.74","15.37","23.47","13.28","128.01","11.6","10.43","13.61","10.81","144.38","155.07","Na","14.67","14.53","12.27","24.71","19.41","147.68","24.7","18.16","16.41","13.38",,"120.13","28","23","22","31","29","ZT",,"4104","4091",,,3.46
1430,"CPRCMUS-04548","99I","99I","F",3,3,3,3,3,0,0,3,3,"3","3",3,3,3,3,81.63,"53.9","63.44","85.8","34.27",45.49,67.39,48.13,"141.71","18.05","18.22","28.11","16.28","142.89","11.54","12.46","15.52","11.91","158.86","170.8","Na","15.59","15.92","12.77","27.3","20.92","157.24","26.73","20.26","18.53","14.08",,"147.01","37","26","28","37","36","NA",,"4216","4198",,,11.29
1431,"CPRCMUS-04552","S60","S60","M",3,4,3,3,3,3,3,3,3,"3","3",3,3,3,3,99.21,"56.31","67.35","83.38","36.44",51.22,84.97,66.18,"162.36","18.56","21.39","31.1","18.46","164.11","12.84","14.06","19.03","14.06","184.96","199.3","193.18","19.01","18.88","15.69","32.09","25.07","177.77","33.04","25.15","20.36","17.16","95.31","169.14","42","33","31","43","40","TF","TF","4161","4300","Q1053","07 Tier",14.52
1432,"CPRCMUS-04558","F23","F23","F",3,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,86.85,"52.55","59.51","86.74","40.73",52.43,74.29,61.82,"145.64","17.43","18.21","27.19","16.29","142.9","11.46","12.62","16.14","12.73","160.76","173.95","170","16.17","15.95","13.7","27.55","22.49","159.24","28.46","20.97","17.83","14.97",,"154","34","25","24","38","34","TF","TF","4028","4215","Q1056","06 Tier",19.99
1433,"CPRCMUS-04559","X22","X22","F",3,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,82.59,"52.18","63.24","84.53","36",44.28,72.11,52.80,"141.93","14.58","17.13","25.7","15.05","137.49","10.12","11.74","14.42","11.36","153.24","172.96","170.28","14.91","14.96","12.31","26.8","21.39","156","27.23","19.58","17.14","13.52",,"141.68","32","26","25","37","35","TF","TF","4474","4013","Q1056","06 Tier",11.61
1434,"CPRCMUS-04560","3.00E+05","3.00E+05","F",2,2,2,1,2,0,0,1,1,"1","1",1,1,1,1,65.56,"51.46","61.29","79.76","29.15",35.12,50.85,33.45,"104.1","13.02","12.74","20.23","13.62",,"8.42","8.47",,,"117.78","125.98","Na","12.25","12.64","9.76","22.17","17.03",,,,,,,,"27",,"19","27",,"TF",,"4001","4098",,,2.25
1435,"CPRCMUS-04562","64J","64J","F",3,3,4,3,3,0,0,3,3,"3","3",3,3,3,3,80.03,"51.34","61.41","83.69","39.65",44.72,65.71,52.99,"141.9","16.62","17.09","24.14","15.4","132.85","10.39","11.27","14.91","11.27","149.68","170.07","Na","14.8","14.92","12.18","26.33","20.45","153.79","26.32","19.67","17.32","14.13",,"144.31","40","33","29","39","36","TF",,,,,,9.24
1436,"CPRCMUS-04567","38V","38V","F",4,4,4,1,3,3,3,3,1,"3","1",3,1,2,3,81.27,"54.44","61.04","80.77","33.82",47.32,66.27,44.48,"133.24","15.77","16.84","24.12","14.49","128.67","9.88","10.99","14.08","11.37","145.63","157.1","154.02","14.42","14.61","11.55","25.25","18.54","147.2","24.6","18.83","15.32","13.22",,"133.56","30","23","22","33","30","TF","TF","4149","4153","Q1053","06 Tier",5.32
1437,"CPRCMUS-04569","I58","I58","F",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,,,"62.02","83.88","38.89",42.60,70.05,54.18,"139.5","14.6","15.81","25.51","15.22","137.75","10.3","11.61","13.81","11.95","154.56","161.96","158.59","14.53","14.6","12.71","26.07","19.56","150.02","25.87","18.43","15.33","13.54",,"143.13","31","24","24","34","35","TF","SP","4024","4239","Q1083","05 Tier",15.93
1438,"CPRCMUS-04570","06S","06S","F",3,3,3,3,3,3,3,3,3,"3","3",3,3,3,3,80.17,"53.51","60.62","81.96","41.16",45.70,66.88,48.97,"133.05","14.89","16.45","24.84","14.87","128.09","10.44","11.93","14.53","11.1","143.84","159.45","155.01","13.49","14.19","11.65","25.96","19.53","146.47","25.15","19","16.26","12.61",,"140.09","30","25","23","33","31","SP","TF",,,"Q1083","06 Tier",6.25
1439,"CPRCMUS-04571","80J","80J","F",2,1,1,1,1,0,0,1,1,"1","1",1,1,1,1,60.74,"50.09","58.25","75.96","23.23",33.52,46.05,32.56,,"11.55","11.58",,,"92.09","8.65","8.31","10.91","8.51",,"110.04","Na","11.56","11.68","8.86","20.18","15.03","107.98","19.09","13.27","14.53","11.07",,,,"14",,"23","24","TF",,"3808","4108",,,1.38
1440,"CPRCMUS-04572","38D","38D","F",3,3,3,3,3,0,0,3,3,"3","3",3,3,3,3,81.32,"56.29","62.38","86.22","39.21",45.33,71.66,54.74,"138.89","15.73","17.5","27.96","18.35","136.36","11.12","11.57","14.6","11.65","154.17","170.56","Na","14.53","14.88","12.91","26.07","21.25","151.47","27","20.24","16.62","13.74",,"144","38","26","29","42","43","SP",,"4131","4179",,,11.22
1441,"CPRCMUS-04573","59G","59G","M",3,4,3,3,3,3,3,3,3,"3","3",3,3,3,3,93.12,"55.33","63.46","83.27","40.71",46.29,77.62,,"147.27","16.23","17.72","27.27","16.95","148.76","11.04","12.79","15.6","12.14","167.49","178.36","175.91","14.88","15.43","12.89","27.49","21.32","165.06","27.47","20.56","17.22","13.84",,"148.6","34","30","26","35","34","SP","SP","4230","4168",,"07 Tier",9.64
1442,"CPRCMUS-04574","54K","54K","F",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q1012","07 Tier",2.50
1445,"CPRCMUS-04590","51G","51G","F",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,81.04,"54.37","62.82","84.85","38.87",45.70,65.04,49.93,"136.71","15.16","17.39","23.91","15.51","134.55","10.44","11.34","13.85","11.96","149.97","161.96","158.68","14.99","15.17",,"26","20.88","154.58","25.28","19.27","15.8","13.97",,"146.69","34","26","23","36","34","TF","ZT",,,"Q1021","06 Tier",13.06
1446,"CPRCMUS-04594","80Z","80Z","F",3,2,3,1,3,0,0,3,1,"3","1",2,1,2,2,76.95,"53.91","59.97","81.92","33.96",34.82,63.18,46.24,"134.42","15.18","15.81","23.08","14.29","128.15","10.28","10.28","13.4","11.08","144.24","158.32","Na","12.79","14.08","11.61","25.07","20.99","148.99","24.39","18.56","14.64","13.15",,"132.72","32","21","19","31","29","SP","TF","4020","4186",,,5.14
1447,"CPRCMUS-04595","87I","87I","F",4,4,4,3,3,0,0,3,3,"3","3",3,3,3,3,81.10,,"60.78","81.86","37.83",48.60,70.61,54.71,"138.21","17.31","18.14","24.51","15.94","133.17","10.51","11.8","14.53","11.63","149.63","163.78","Na","14.64","14.85","12.84","26.46","20","150.01","26.55","20.03","17.25","13.5",,"141.52","38","24","27","37","35","NA",,"4253","4266",,,11.94
1449,"CPRCMUS-04598","89Z","89Z","F",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q1021","07 Tier",4.83
1450,"CPRCMUS-04603","07F","07F","F",3,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,85.60,"54.58","65.29","91.46","36.38",46.99,68.96,54.95,"138.64","14.45","17.15","28.21","16.86","146.15","10.73","11.84","14.52","12.72","160.66","171.61","167.98","15.97","16","13.09","26.38","21.37","162.82","26.29","19.73","17.1","14.18",,"157.2","34","26","25","39","35","TF","TF","4115","4499","Q1053","07 Tier",13.89
1454,"CPRCMUS-04613","875","875","M",4,4,4,3,3,0,0,3,3,"3","3",3,3,3,3,98.56,,"69.18","93.93","43.55",53.07,87.28,62.50,"163.6","21.76","20.6","31.85","19.41","160.14","13.96","14.02","18.54","16.6","182.48","198.65","Na","17.69","18.36","14.83","32.17","26.27","184.15","32.06","24.89","19.72","16.97","98.21","167.88","45","30","35","44","43","TF",,"4417","4326",,,25.44
1456,"CPRCMUS-04617","06P","06P","M",2,1,2,1,1,1,1,1,1,"1","1",1,1,1,1,66.21,"54.09","61.09","80.12","28.47",36.93,50.11,37.66,,"9.26","11.95",,,"106.68","8.37","9.24","11.16","8.91",,"121.23",,"13","12.94","9.92","21.15","14.23","124.08","20.57","13.7","13.57","12.84",,,"24","17","18","28","25","TF","TF","3752",,"Q1053","06 Tier",2.31
1458,"CPRCMUS-04622","O55","O55","F",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,86.86,,"65.02","87.37","37.52",46.70,71.61,59.87,"141.72","16.37","17.76","26.56","17.31","139.97","11.56","13.04","15.09","12.45","155.62","170.74","166.56","15.74","15.57","12.9","26.23","21.5","158.18","27.49","19.92","17.51","14.28",,"148.4","34","26","28","39","36","TF","TF","4024","3944","Q1056","05 Tier",19.68
1459,"CPRCMUS-04623","10I","10I","F",3,3,3,3,3,3,3,3,3,"3","3",3,3,3,3,81.08,"52.81","60.81","83.96","37.47",42.92,71.05,45.98,"138.02","14.32","16.26","25.11","14.03","133.25","10.28","11.11","13.57","11.47","149.79","162.9","159.81","13.75","13.87","11.18","25.44","20.1","151.48","24.94","18.73","15.76","14.1",,"133.96",,"33","23","36","35","TF","TF",,,"Q1056","06 Tier",10.07
1460,"CPRCMUS-04628","86D","86D","M",3,4,3,3,3,0,0,3,3,"3","3",3,3,3,3,93.19,"56.81","64.09","89.6","35.61",48.83,82.35,68.64,"150.43","20.4","19.2","28.86","17.82","156.59","12.94","12.94","16.82","13.36","174.01","189.11","Na","16.54","17.07","13.24","31.63","23.92",,,,,,,,"48","41","33","58",,"SP",,"4063","3393",,,12.80
1462,"CPRCMUS-04638","48T","48T","F",4,4,3,1,3,0,0,3,1,"3","1",3,2,2,3,76.08,"54.48","62.57","84.04","36.93",41.42,63.55,47.02,"134.66","15.89","16.2","24.47","14.34","129.73","10.26","11.23","14.03","11.63","147.27","161.08","Na","13.87","13.88","11.4","23.82","19.11","147.33","23.62","17.71","15.25","12.56","76.83","132.36","35","24","25","34","32","TF",,"4128","4136",,,6.74
1463,"CPRCMUS-04640","37T","37T","F",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q1066","06 Tier",4.86
1464,"CPRCMUS-04650","9G6","9G6","F",2,0,0,1,1,1,1,1,1,"1","1",1,1,1,1,56.56,,,,"24",34.68,42.03,30.12,,"8.07","9.66",,,"82.16","6.73","7.66","9.63","7.31",,"99.35",,"10.6","10.48","7.74","17.41","12.02","97.22","16.33","11.04","10.79","10.51",,,"19","16","15","21","20","TF",,,"3626","Q1056","06 Tier",1.20
1465,"CPRCMUS-04651","L32","L32","M",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,93.09,,"63.07","90.63","45.68",48.44,81.74,61.94,"151.64","18.34","19.32","30.33","17.92","147.18","12.38","13.32","16.59","13.53","166.99","182.74","178.69","17.61","17.48","15.17","31.51","23.04","168.6","30.53","23.46","21.09","16.57","90.87","158.41","36","31","28","40","40","SP","SP","4173","4244","Q1053","05 Tier",18.09
1466,"CPRCMUS-04652","43K","43K","F",3,2,2,1,3,3,1,1,1,"1","1",1,1,1,1,72.30,"48.64","59.52","77.22","32",39.57,58.51,41.26,"124.92","12.79","14.71",,"13.27","125.29","10.13","11.09","14.15","10.72","139.4","149.16",,"14.49","14.46","11.83","25.36","18.27","143.57","23.69","17.38","15.56","13.21",,"122.01","26","21","20","31","28","TF","TF","4129","4151","Q1053","08 Tier",4.24
1467,"CPRCMUS-04653","V04","V04","F",3,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,83.95,"51.71","60.51","81.59","42.14",45.17,70.62,55.50,"139.25","15.57","16.87","25.73","15.99","132.3","10.59","11.7","15.42","12.36","148.01","164.21","160.18","14.49","14.42","12.74","28.46","20.68","150.38","27.15","20.24","17.36","14.28",,"144.36","34","28","24","37","35","TF",,,,"Q1053","05 Tier",18.92
1468,"CPRCMUS-04654","985","985","F",4,4,4,3,3,0,0,3,3,"3","3",3,3,3,3,87.52,,"62.33","91.48","37.57",42.92,71.60,53.60,"132.67","18.03","17.28","26.08","16.61","136.96","11.55","11.27","15.49","13.46","148.95","163.6","Na","15.65","15.78","13.19","30.7","21.93","152.73","29.28","21.2","19.07","15.6",,"143.4","40","33","30","44","43","TF",,"4069","4028",,,24.11
1471,"CPRCMUS-04666","8B8","8B8","M",2,1,1,1,1,0,0,1,1,"1","1",1,1,1,1,64.01,"53.22","61.02","79.32","24.29",34.37,47.28,35.25,,"9.58","11.9",,,"93.41","8.05","10.72","8.45",,,"107.61","Na","12.64","12.61","8.93","19.92","13.9",,,,,,,,,"8.65",,"26",,"TF",,,,,,1.43
1472,"CPRCMUS-04667","14F","14F","F",3,2,3,1,3,3,3,2,3,"3","1",3,2,2,3,76.34,"50.89","61.32","81.3","34.44",42.49,63.08,45.45,"139.07","14.48","15.75","23.17","14.44","132.87","9.95","11.33","13.61","11.42","144.89","160.52","158.29","13.56","14.26","11.19","25.15","19.56","150.79","24.86","19.1","15.22","13.15",,"137.29","30","24","23","34","31","SP","TF","4391","4176","Q1053","06 Tier",6.13
1473,"CPRCMUS-04669","874","874","F",4,4,4,3,3,0,0,3,3,"3","3",3,3,3,3,90.00,,"64.18","91.05","39.65",40.65,76.98,57.12,"140.31","17.08","18.27","26.5","15.74","139.7","11.18","10.85","15.1","12.7","156.18","165.56","Na","15.51","15.65","13.56","27.04","21.55","155.27","30.3","20.79","17.94","13.93",,"148.12","43","28","28","38","36","SP",,"4462","4193",,,19.74
